@RELATION TrainingDataset

@ATTRIBUTE code_module {AAA,BBB,CCC,DDD,EEE,FFF,GGG}
@ATTRIBUTE code_presentation {2013B,2013J,2014B}
@ATTRIBUTE id_student REAL
@ATTRIBUTE gender {F,M}
@ATTRIBUTE region {East_Anglian_Region,East_Midlands_Region,Ireland,London_Region,North_Region,North_Western_Region,Scotland,South_East_Region,South_Region,South_West_Region,Wales,West_Midlands_Region,Yorkshire_Region}
@ATTRIBUTE highest_education {A_Level_or_Equivalent,HE_Qualification,Lower_Than_A_Level,No_Formal_quals,Post_Graduate_Qualification}
@ATTRIBUTE course_length_in_percent {0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100}
@ATTRIBUTE age_band {0-35,35-55,above_55}
@ATTRIBUTE num_of_prev_attempts REAL
@ATTRIBUTE studied_credits REAL
@ATTRIBUTE disability {N,Y}
@ATTRIBUTE final_result {Distinction,Fail,Pass,Withdrawn}

@DATA
EEE,2013J,165509,M,Yorkshire_Region,A_Level_or_Equivalent,0-10,0-35,0,90,N,Pass
EEE,2013J,171107,F,West_Midlands_Region,A_Level_or_Equivalent,10-20,0-35,0,270,Y,Withdrawn
EEE,2013J,173710,M,East_Anglian_Region,HE_Qualification,80-90,35-55,0,90,N,Distinction
EEE,2013J,173834,F,West_Midlands_Region,HE_Qualification,90-100,35-55,0,30,N,Pass
EEE,2013J,174010,M,East_Midlands_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Fail
EEE,2013J,176086,M,Wales,Lower_Than_A_Level,20-30,0-35,0,30,N,Fail
EEE,2013J,188273,F,East_Anglian_Region,A_Level_or_Equivalent,10-20,0-35,0,60,N,Pass
EEE,2013J,189629,F,West_Midlands_Region,A_Level_or_Equivalent,20-30,0-35,0,30,Y,Pass
EEE,2013J,191000,M,Scotland,Post_Graduate_Qualification,80-90,0-35,0,60,N,Withdrawn
EEE,2013J,195234,M,Scotland,Lower_Than_A_Level,90-100,0-35,0,30,N,Fail
EEE,2013J,197486,M,Wales,HE_Qualification,60-70,0-35,0,60,N,Pass
EEE,2013J,197730,M,Scotland,HE_Qualification,90-100,35-55,0,140,N,Withdrawn
EEE,2013J,200095,M,East_Anglian_Region,HE_Qualification,80-90,35-55,0,30,N,Pass
EEE,2013J,202677,M,London_Region,Lower_Than_A_Level,10-20,35-55,0,60,N,Pass
EEE,2013J,205425,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,0,60,N,Distinction
EEE,2013J,227192,M,London_Region,Lower_Than_A_Level,60-70,0-35,0,60,N,Pass
EEE,2013J,227811,M,West_Midlands_Region,A_Level_or_Equivalent,60-70,0-35,0,30,N,Withdrawn
EEE,2013J,231673,M,North_Western_Region,HE_Qualification,70-80,0-35,0,60,N,Withdrawn
EEE,2013J,233311,F,South_West_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Pass
EEE,2013J,233771,M,South_West_Region,A_Level_or_Equivalent,20-30,0-35,0,60,N,Pass
EEE,2013J,234311,M,Scotland,A_Level_or_Equivalent,20-30,0-35,0,60,N,Pass
EEE,2013J,238249,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Fail
EEE,2013J,242778,M,Scotland,HE_Qualification,90-100,35-55,0,150,N,Pass
EEE,2013J,242858,M,East_Midlands_Region,A_Level_or_Equivalent,20-30,0-35,0,60,N,Pass
EEE,2013J,245316,M,North_Western_Region,Lower_Than_A_Level,20-30,0-35,0,30,N,Fail
EEE,2013J,245494,M,Scotland,HE_Qualification,60-70,35-55,0,90,N,Pass
EEE,2013J,245605,M,South_Region,A_Level_or_Equivalent,90-100,0-35,0,60,N,Distinction
EEE,2013J,246060,M,West_Midlands_Region,Lower_Than_A_Level,60-70,0-35,0,120,N,Distinction
EEE,2013J,250047,M,Scotland,HE_Qualification,30-40,35-55,0,90,N,Pass
EEE,2013J,255449,M,Scotland,A_Level_or_Equivalent,20-30,0-35,0,60,N,Withdrawn
EEE,2013J,259662,M,West_Midlands_Region,Lower_Than_A_Level,80-90,35-55,0,120,N,Pass
EEE,2013J,265769,F,East_Anglian_Region,A_Level_or_Equivalent,30-40,0-35,0,90,N,Pass
EEE,2013J,266915,M,North_Western_Region,Lower_Than_A_Level,60-70,35-55,0,60,N,Withdrawn
EEE,2013J,269764,M,Scotland,HE_Qualification,60-70,0-35,0,215,N,Pass
EEE,2013J,270638,M,South_West_Region,Lower_Than_A_Level,20-30,35-55,0,60,N,Pass
EEE,2013J,275162,M,South_West_Region,HE_Qualification,30-40,35-55,0,55,N,Fail
EEE,2013J,278786,M,Scotland,Lower_Than_A_Level,40-50,35-55,0,255,N,Withdrawn
EEE,2013J,280017,M,South_Region,A_Level_or_Equivalent,20-30,0-35,0,150,N,Pass
EEE,2013J,281656,M,North_Region,Lower_Than_A_Level,30-40,0-35,0,210,Y,Fail
EEE,2013J,282585,M,Scotland,Lower_Than_A_Level,10-20,0-35,0,90,N,Fail
EEE,2013J,283133,M,East_Midlands_Region,HE_Qualification,50-60,0-35,0,120,N,Distinction
EEE,2013J,283811,M,North_Western_Region,HE_Qualification,40-50,35-55,0,60,N,Withdrawn
EEE,2013J,286262,M,South_Region,Lower_Than_A_Level,90-100,0-35,0,30,Y,Withdrawn
EEE,2013J,286527,F,North_Western_Region,A_Level_or_Equivalent,70-80,0-35,0,120,N,Withdrawn
EEE,2013J,288282,M,East_Midlands_Region,Lower_Than_A_Level,20-30,0-35,0,30,N,Pass
EEE,2013J,288769,F,South_West_Region,A_Level_or_Equivalent,40-50,0-35,0,60,N,Withdrawn
EEE,2013J,290382,M,London_Region,Lower_Than_A_Level,10-20,0-35,0,60,N,Distinction
EEE,2013J,297853,M,South_West_Region,Lower_Than_A_Level,90-100,0-35,0,60,N,Distinction
EEE,2013J,300592,M,West_Midlands_Region,A_Level_or_Equivalent,0-10,0-35,0,90,N,Pass
EEE,2013J,305036,M,North_Western_Region,Lower_Than_A_Level,50-60,0-35,0,30,N,Pass
EEE,2013J,305783,M,East_Anglian_Region,Lower_Than_A_Level,70-80,0-35,0,60,N,Pass
EEE,2013J,306150,M,Scotland,A_Level_or_Equivalent,80-90,0-35,0,90,N,Pass
EEE,2013J,311845,M,Scotland,A_Level_or_Equivalent,80-90,35-55,0,30,N,Distinction
EEE,2013J,313501,F,East_Midlands_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Pass
EEE,2013J,328844,M,South_East_Region,A_Level_or_Equivalent,20-30,0-35,0,70,N,Pass
EEE,2013J,328942,M,East_Midlands_Region,A_Level_or_Equivalent,90-100,0-35,0,40,N,Pass
EEE,2013J,330354,F,West_Midlands_Region,Lower_Than_A_Level,30-40,0-35,0,60,N,Withdrawn
EEE,2013J,330530,M,North_Western_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Withdrawn
EEE,2013J,330937,M,East_Anglian_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Withdrawn
EEE,2013J,333493,M,South_Region,Lower_Than_A_Level,80-90,0-35,0,60,N,Pass
EEE,2013J,333976,M,West_Midlands_Region,A_Level_or_Equivalent,0-10,0-35,0,30,N,Fail
FFF,2013B,33915,F,South_East_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Distinction
FFF,2013B,35544,M,Wales,A_Level_or_Equivalent,80-90,35-55,0,60,N,Pass
FFF,2013B,35860,M,South_West_Region,A_Level_or_Equivalent,10-20,0-35,0,60,N,Pass
FFF,2013B,36385,M,West_Midlands_Region,Lower_Than_A_Level,70-80,0-35,0,120,Y,Withdrawn
FFF,2013B,36842,M,South_Region,Lower_Than_A_Level,40-50,0-35,0,90,N,Withdrawn
FFF,2013B,42668,M,London_Region,Lower_Than_A_Level,10-20,35-55,1,120,N,Pass
FFF,2013B,43273,M,East_Midlands_Region,HE_Qualification,60-70,35-55,0,90,N,Pass
FFF,2013B,43430,M,South_West_Region,A_Level_or_Equivalent,50-60,35-55,0,60,N,Pass
FFF,2013B,49095,F,South_West_Region,HE_Qualification,40-50,0-35,2,150,N,Withdrawn
FFF,2013B,50263,M,West_Midlands_Region,HE_Qualification,80-90,35-55,0,60,N,Pass
FFF,2013B,53197,F,North_Western_Region,No_Formal_quals,0-10,0-35,0,60,N,Fail
FFF,2013B,53709,M,Wales,A_Level_or_Equivalent,30-40,0-35,0,60,N,Withdrawn
FFF,2013B,55450,M,South_East_Region,A_Level_or_Equivalent,30-40,35-55,1,120,N,Fail
FFF,2013B,60519,F,London_Region,A_Level_or_Equivalent,0-10,35-55,0,60,N,Withdrawn
FFF,2013B,65656,M,West_Midlands_Region,A_Level_or_Equivalent,0-10,35-55,0,150,N,Pass
FFF,2013B,68208,M,Scotland,HE_Qualification,70-80,35-55,2,270,N,Fail
FFF,2013B,71275,F,Ireland,Lower_Than_A_Level,50-60,35-55,1,150,N,Fail
FFF,2013B,71578,M,South_Region,A_Level_or_Equivalent,90-100,0-35,0,60,N,Pass
FFF,2013B,72693,F,Yorkshire_Region,Lower_Than_A_Level,40-50,0-35,0,140,Y,Pass
FFF,2013B,74113,M,Yorkshire_Region,A_Level_or_Equivalent,0-10,0-35,1,60,N,Fail
FFF,2013B,80745,F,East_Midlands_Region,A_Level_or_Equivalent,40-50,0-35,1,60,Y,Pass
FFF,2013B,80886,M,North_Western_Region,Lower_Than_A_Level,70-80,35-55,0,60,N,Withdrawn
FFF,2013B,82556,M,Ireland,Lower_Than_A_Level,70-80,0-35,0,60,N,Fail
FFF,2013B,82817,F,London_Region,HE_Qualification,20-30,35-55,1,60,N,Pass
FFF,2013B,84051,M,Wales,A_Level_or_Equivalent,60-70,0-35,0,120,N,Fail
FFF,2013B,86538,M,West_Midlands_Region,Lower_Than_A_Level,60-70,0-35,0,60,Y,Withdrawn
FFF,2013B,87152,M,East_Anglian_Region,Lower_Than_A_Level,20-30,0-35,0,60,Y,Pass
FFF,2013B,88957,M,South_East_Region,Lower_Than_A_Level,30-40,0-35,1,120,N,Withdrawn
FFF,2013B,89895,M,Yorkshire_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Pass
FFF,2013B,91164,M,London_Region,HE_Qualification,0-10,35-55,0,60,Y,Fail
FFF,2013B,96729,M,London_Region,A_Level_or_Equivalent,40-50,0-35,1,120,N,Pass
FFF,2013B,99993,F,East_Anglian_Region,A_Level_or_Equivalent,0-10,0-35,0,120,N,Pass
FFF,2013B,101306,M,London_Region,A_Level_or_Equivalent,20-30,35-55,0,120,N,Fail
FFF,2013B,107162,F,South_Region,A_Level_or_Equivalent,70-80,35-55,0,60,N,Distinction
FFF,2013B,107955,M,London_Region,HE_Qualification,40-50,0-35,0,120,N,Withdrawn
FFF,2013B,108330,M,West_Midlands_Region,A_Level_or_Equivalent,30-40,35-55,1,60,N,Pass
FFF,2013B,110116,M,East_Midlands_Region,HE_Qualification,40-50,0-35,1,150,N,Pass
FFF,2013B,112010,M,Scotland,HE_Qualification,20-30,0-35,2,270,Y,Withdrawn
FFF,2013B,115373,M,South_Region,Lower_Than_A_Level,90-100,0-35,0,60,N,Pass
FFF,2013B,118532,M,South_East_Region,Lower_Than_A_Level,70-80,0-35,0,60,N,Pass
FFF,2013B,118668,M,East_Anglian_Region,HE_Qualification,40-50,35-55,0,60,N,Pass
FFF,2013B,119353,M,North_Region,A_Level_or_Equivalent,30-40,35-55,0,60,N,Pass
FFF,2013B,125996,M,North_Western_Region,A_Level_or_Equivalent,50-60,0-35,0,60,N,Pass
FFF,2013B,126088,M,London_Region,HE_Qualification,30-40,35-55,1,120,N,Fail
FFF,2013B,128142,M,South_West_Region,A_Level_or_Equivalent,50-60,35-55,0,60,N,Fail
FFF,2013B,128791,M,West_Midlands_Region,Lower_Than_A_Level,70-80,35-55,0,60,N,Withdrawn
FFF,2013B,130403,F,London_Region,Lower_Than_A_Level,20-30,35-55,0,60,N,Pass
FFF,2013B,131272,M,Yorkshire_Region,Lower_Than_A_Level,10-20,0-35,0,120,N,Pass
FFF,2013B,134260,M,South_Region,A_Level_or_Equivalent,90-100,0-35,0,90,N,Pass
FFF,2013B,134578,M,North_Region,Lower_Than_A_Level,60-70,0-35,1,120,N,Fail
FFF,2013B,135075,M,East_Anglian_Region,A_Level_or_Equivalent,80-90,35-55,0,60,N,Pass
FFF,2013B,139949,F,South_West_Region,Lower_Than_A_Level,10-20,0-35,0,60,N,Pass
FFF,2013B,140866,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,0,60,N,Pass
FFF,2013B,142339,F,East_Anglian_Region,Post_Graduate_Qualification,90-100,35-55,0,60,N,Distinction
FFF,2013B,143350,F,South_West_Region,A_Level_or_Equivalent,80-90,0-35,0,90,N,Pass
FFF,2013B,144747,M,London_Region,HE_Qualification,50-60,0-35,1,150,N,Distinction
FFF,2013B,146455,F,Ireland,Lower_Than_A_Level,50-60,0-35,0,60,N,Withdrawn
FFF,2013B,146679,M,West_Midlands_Region,Lower_Than_A_Level,20-30,0-35,1,210,N,Withdrawn
FFF,2013B,149567,F,South_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Withdrawn
FFF,2013B,149680,M,East_Anglian_Region,A_Level_or_Equivalent,50-60,0-35,1,120,N,Pass
FFF,2013B,149693,M,Yorkshire_Region,Lower_Than_A_Level,30-40,0-35,0,60,N,Pass
FFF,2013B,151465,M,East_Midlands_Region,A_Level_or_Equivalent,60-70,35-55,0,60,N,Pass
FFF,2013B,153110,M,Scotland,HE_Qualification,40-50,35-55,0,60,N,Fail
FFF,2013B,153785,F,North_Western_Region,Lower_Than_A_Level,10-20,0-35,0,60,Y,Pass
FFF,2013B,155511,M,South_East_Region,A_Level_or_Equivalent,60-70,0-35,0,60,N,Distinction
FFF,2013B,157308,F,South_West_Region,HE_Qualification,30-40,0-35,0,180,N,Pass
FFF,2013B,160193,M,Yorkshire_Region,A_Level_or_Equivalent,30-40,0-35,2,120,N,Withdrawn
FFF,2013B,161658,F,West_Midlands_Region,Lower_Than_A_Level,0-10,0-35,1,225,N,Fail
FFF,2013B,165617,M,London_Region,HE_Qualification,50-60,0-35,1,120,N,Fail
FFF,2013B,165806,F,London_Region,A_Level_or_Equivalent,30-40,0-35,0,60,N,Fail
FFF,2013B,166327,M,East_Midlands_Region,Lower_Than_A_Level,20-30,0-35,0,60,Y,Pass
FFF,2013B,166421,M,South_Region,Lower_Than_A_Level,50-60,0-35,0,60,N,Pass
FFF,2013B,167557,M,East_Anglian_Region,A_Level_or_Equivalent,90-100,0-35,0,60,Y,Withdrawn
FFF,2013B,167759,M,Yorkshire_Region,A_Level_or_Equivalent,50-60,35-55,1,180,N,Fail
FFF,2013B,169490,M,London_Region,Lower_Than_A_Level,40-50,0-35,0,60,N,Fail
FFF,2013B,169555,M,Scotland,A_Level_or_Equivalent,30-40,0-35,0,60,N,Fail
FFF,2013B,169858,M,South_East_Region,A_Level_or_Equivalent,50-60,0-35,2,90,N,Pass
FFF,2013B,170165,M,East_Anglian_Region,A_Level_or_Equivalent,60-70,0-35,0,270,N,Pass
FFF,2013B,174436,F,Wales,Lower_Than_A_Level,0-10,35-55,0,60,N,Fail
FFF,2013B,174805,F,Scotland,A_Level_or_Equivalent,10-20,35-55,0,135,N,Withdrawn
FFF,2013B,180974,M,South_West_Region,A_Level_or_Equivalent,40-50,35-55,0,120,N,Withdrawn
FFF,2013B,181508,M,Ireland,HE_Qualification,90-100,0-35,0,60,N,Pass
FFF,2013B,181992,M,North_Western_Region,Lower_Than_A_Level,40-50,0-35,0,120,N,Pass
FFF,2013B,182468,M,West_Midlands_Region,A_Level_or_Equivalent,40-50,0-35,0,90,N,Fail
FFF,2013B,184129,M,Wales,A_Level_or_Equivalent,90-100,0-35,1,180,N,Fail
FFF,2013B,185496,M,Wales,Lower_Than_A_Level,0-10,0-35,2,120,N,Fail
FFF,2013B,186380,M,East_Anglian_Region,HE_Qualification,90-100,0-35,0,60,N,Distinction
FFF,2013B,190653,F,East_Anglian_Region,Lower_Than_A_Level,0-10,0-35,0,60,N,Withdrawn
FFF,2013B,191998,M,London_Region,A_Level_or_Equivalent,40-50,35-55,0,60,N,Withdrawn
FFF,2013B,193193,M,West_Midlands_Region,A_Level_or_Equivalent,90-100,0-35,0,150,N,Fail
FFF,2013B,193803,M,South_Region,Post_Graduate_Qualification,90-100,35-55,0,210,N,Withdrawn
GGG,2013J,24391,M,East_Midlands_Region,A_Level_or_Equivalent,80-90,0-35,0,30,N,Distinction
GGG,2013J,26023,M,North_Western_Region,Lower_Than_A_Level,10-20,35-55,0,30,N,Pass
GGG,2013J,32239,F,London_Region,A_Level_or_Equivalent,30-40,0-35,0,30,N,Pass
GGG,2013J,35001,F,East_Midlands_Region,Lower_Than_A_Level,70-80,35-55,0,30,N,Fail
GGG,2013J,60405,F,Yorkshire_Region,A_Level_or_Equivalent,10-20,35-55,0,30,N,Distinction
GGG,2013J,67182,F,South_Region,A_Level_or_Equivalent,80-90,35-55,0,30,N,Pass
GGG,2013J,75442,F,London_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Fail
GGG,2013J,80448,F,East_Midlands_Region,A_Level_or_Equivalent,40-50,35-55,0,30,N,Withdrawn
GGG,2013J,82341,F,South_East_Region,Lower_Than_A_Level,90-100,0-35,0,30,Y,Distinction
GGG,2013J,87929,F,London_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Pass
GGG,2013J,96117,F,London_Region,A_Level_or_Equivalent,30-40,35-55,0,30,N,Pass
GGG,2013J,121056,F,West_Midlands_Region,Lower_Than_A_Level,30-40,0-35,0,30,N,Withdrawn
GGG,2013J,122459,F,East_Anglian_Region,Lower_Than_A_Level,40-50,0-35,0,90,N,Pass
GGG,2013J,122636,F,South_East_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Fail
GGG,2013J,122846,F,Yorkshire_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Pass
GGG,2013J,122928,F,East_Anglian_Region,Lower_Than_A_Level,60-70,35-55,0,30,N,Fail
GGG,2013J,129212,F,South_Region,Lower_Than_A_Level,80-90,0-35,0,30,N,Distinction
GGG,2013J,135331,F,North_Region,A_Level_or_Equivalent,20-30,0-35,0,30,Y,Fail
GGG,2013J,138710,M,East_Midlands_Region,A_Level_or_Equivalent,60-70,0-35,0,30,N,Pass
GGG,2013J,142990,M,South_West_Region,Lower_Than_A_Level,20-30,0-35,0,30,Y,Fail
GGG,2013J,155256,M,South_East_Region,A_Level_or_Equivalent,30-40,0-35,0,30,N,Distinction
GGG,2013J,156127,F,North_Western_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Fail
GGG,2013J,159484,F,West_Midlands_Region,A_Level_or_Equivalent,60-70,0-35,0,30,N,Fail
GGG,2013J,164922,F,East_Anglian_Region,Lower_Than_A_Level,40-50,0-35,0,30,N,Pass
GGG,2013J,166183,F,East_Anglian_Region,Lower_Than_A_Level,30-40,0-35,0,30,Y,Fail
GGG,2013J,189664,F,West_Midlands_Region,Lower_Than_A_Level,0-10,35-55,0,30,Y,Pass
GGG,2013J,204745,F,North_Western_Region,A_Level_or_Equivalent,30-40,35-55,0,60,N,Fail
GGG,2013J,233153,F,South_East_Region,Lower_Than_A_Level,50-60,0-35,0,150,N,Pass
GGG,2013J,236848,F,South_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Fail
GGG,2013J,239095,F,Yorkshire_Region,HE_Qualification,0-10,35-55,0,30,N,Pass
GGG,2013J,249965,F,North_Western_Region,Lower_Than_A_Level,20-30,0-35,0,30,Y,Distinction
GGG,2013J,253208,F,North_Region,A_Level_or_Equivalent,60-70,0-35,0,30,N,Distinction
GGG,2013J,253567,M,West_Midlands_Region,Lower_Than_A_Level,20-30,35-55,0,30,N,Fail
GGG,2013J,261718,F,South_East_Region,Lower_Than_A_Level,50-60,0-35,0,30,N,Pass
GGG,2013J,266626,F,East_Anglian_Region,Lower_Than_A_Level,20-30,35-55,0,30,N,Pass
GGG,2013J,268391,F,West_Midlands_Region,No_Formal_quals,0-10,0-35,0,30,N,Fail
GGG,2013J,276830,F,East_Midlands_Region,Lower_Than_A_Level,20-30,0-35,0,30,N,Distinction
GGG,2013J,279747,F,South_Region,Lower_Than_A_Level,20-30,35-55,0,30,N,Distinction
GGG,2013J,281619,F,South_East_Region,A_Level_or_Equivalent,30-40,35-55,0,30,Y,Pass
GGG,2013J,285705,F,South_Region,A_Level_or_Equivalent,40-50,0-35,0,30,N,Pass
GGG,2013J,286160,F,North_Region,A_Level_or_Equivalent,60-70,0-35,0,30,N,Distinction
GGG,2013J,286762,F,North_Region,Lower_Than_A_Level,20-30,35-55,0,30,N,Pass
GGG,2013J,290658,F,North_Western_Region,Lower_Than_A_Level,70-80,0-35,0,90,N,Fail
GGG,2013J,292136,F,North_Western_Region,Lower_Than_A_Level,50-60,0-35,0,30,N,Distinction
GGG,2013J,296993,F,Yorkshire_Region,HE_Qualification,30-40,0-35,0,30,N,Pass
GGG,2013J,297990,M,North_Western_Region,Lower_Than_A_Level,20-30,35-55,0,30,N,Distinction
GGG,2013J,298186,F,East_Midlands_Region,Lower_Than_A_Level,10-20,35-55,0,45,N,Pass
GGG,2013J,300508,F,East_Midlands_Region,Lower_Than_A_Level,30-40,35-55,0,30,N,Pass
GGG,2013J,303165,F,Yorkshire_Region,Lower_Than_A_Level,10-20,35-55,0,30,N,Pass
GGG,2013J,306610,F,South_East_Region,Lower_Than_A_Level,70-80,35-55,0,30,N,Fail
GGG,2013J,308634,M,London_Region,No_Formal_quals,20-30,35-55,0,30,N,Fail
GGG,2013J,311158,F,South_Region,Lower_Than_A_Level,40-50,0-35,0,30,Y,Pass
GGG,2013J,313070,M,London_Region,A_Level_or_Equivalent,80-90,35-55,0,30,N,Withdrawn
GGG,2013J,319331,F,Yorkshire_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Distinction
GGG,2013J,324095,F,London_Region,A_Level_or_Equivalent,0-10,0-35,0,30,N,Pass
GGG,2013J,325909,F,South_Region,Lower_Than_A_Level,20-30,0-35,0,30,N,Fail
GGG,2013J,330177,M,East_Midlands_Region,Lower_Than_A_Level,40-50,0-35,0,60,Y,Pass
GGG,2013J,332715,F,South_Region,Lower_Than_A_Level,80-90,0-35,0,30,N,Distinction
GGG,2013J,338446,F,Yorkshire_Region,Lower_Than_A_Level,50-60,0-35,0,30,N,Fail
GGG,2013J,339727,F,South_Region,Lower_Than_A_Level,80-90,35-55,0,60,N,Distinction
GGG,2013J,339853,F,South_West_Region,Lower_Than_A_Level,40-50,0-35,0,30,Y,Pass
GGG,2013J,340486,F,East_Midlands_Region,A_Level_or_Equivalent,50-60,35-55,0,60,N,Distinction
GGG,2013J,348579,F,North_Western_Region,A_Level_or_Equivalent,40-50,0-35,0,30,Y,Pass
GGG,2013J,349360,F,London_Region,A_Level_or_Equivalent,50-60,35-55,0,30,N,Pass
GGG,2013J,352382,F,Yorkshire_Region,A_Level_or_Equivalent,70-80,35-55,0,30,N,Pass
GGG,2013J,360683,F,South_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Pass
GGG,2013J,365192,F,South_West_Region,A_Level_or_Equivalent,0-10,35-55,0,90,N,Pass
GGG,2013J,368245,F,North_Western_Region,A_Level_or_Equivalent,0-10,0-35,0,30,N,Fail
GGG,2013J,368969,F,South_West_Region,Lower_Than_A_Level,80-90,35-55,0,30,N,Pass
GGG,2013J,369378,F,East_Anglian_Region,Lower_Than_A_Level,20-30,0-35,0,30,N,Withdrawn
GGG,2013J,372691,F,East_Midlands_Region,Lower_Than_A_Level,70-80,0-35,0,30,N,Pass
GGG,2013J,375600,F,Yorkshire_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Pass
GGG,2013J,375882,F,London_Region,Lower_Than_A_Level,0-10,35-55,0,60,N,Fail
GGG,2013J,379113,F,London_Region,A_Level_or_Equivalent,0-10,35-55,0,30,N,Fail
GGG,2013J,379844,M,South_East_Region,Lower_Than_A_Level,30-40,35-55,0,30,N,Pass
GGG,2013J,383420,M,North_Region,A_Level_or_Equivalent,0-10,0-35,0,60,Y,Withdrawn
GGG,2013J,387550,F,London_Region,Lower_Than_A_Level,10-20,35-55,0,30,N,Fail
GGG,2013J,392215,F,South_Region,Lower_Than_A_Level,80-90,0-35,0,30,N,Pass
GGG,2013J,393451,F,East_Anglian_Region,Lower_Than_A_Level,50-60,35-55,0,30,N,Fail
GGG,2013J,395954,F,East_Anglian_Region,Lower_Than_A_Level,70-80,35-55,0,30,N,Fail
GGG,2013J,396145,F,North_Western_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Pass
GGG,2013J,401139,F,East_Anglian_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Pass
GGG,2013J,404325,F,London_Region,A_Level_or_Equivalent,10-20,0-35,0,30,N,Fail
GGG,2013J,410573,F,East_Midlands_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Fail
GGG,2013J,411105,F,South_Region,A_Level_or_Equivalent,10-20,0-35,0,30,N,Pass
GGG,2013J,416355,F,London_Region,A_Level_or_Equivalent,30-40,35-55,0,30,N,Pass
GGG,2013J,417220,F,London_Region,A_Level_or_Equivalent,20-30,0-35,0,30,Y,Fail
GGG,2013J,418032,F,South_Region,A_Level_or_Equivalent,60-70,35-55,0,30,N,Distinction
GGG,2013J,421999,F,South_Region,Lower_Than_A_Level,10-20,0-35,0,90,N,Fail
GGG,2013J,426736,F,East_Anglian_Region,Lower_Than_A_Level,0-10,0-35,0,30,N,Fail
GGG,2013J,427321,F,North_Western_Region,HE_Qualification,50-60,35-55,0,30,N,Fail
GGG,2013J,428301,M,North_Western_Region,A_Level_or_Equivalent,0-10,0-35,0,30,N,Distinction
GGG,2013J,433165,F,South_Region,A_Level_or_Equivalent,90-100,0-35,0,30,N,Pass
GGG,2013J,434478,F,East_Anglian_Region,Lower_Than_A_Level,70-80,0-35,0,30,N,Withdrawn
GGG,2013J,439677,F,North_Western_Region,Lower_Than_A_Level,10-20,0-35,0,30,N,Distinction
GGG,2013J,444943,F,East_Anglian_Region,A_Level_or_Equivalent,30-40,0-35,0,30,N,Distinction
GGG,2013J,445086,F,North_Western_Region,A_Level_or_Equivalent,70-80,0-35,0,30,N,Pass
GGG,2013J,465724,F,East_Midlands_Region,A_Level_or_Equivalent,70-80,35-55,0,30,N,Fail
GGG,2013J,466900,F,East_Anglian_Region,Lower_Than_A_Level,60-70,0-35,0,30,N,Distinction
GGG,2013J,470340,F,West_Midlands_Region,A_Level_or_Equivalent,50-60,0-35,0,30,N,Pass
